ID Client,Date Passage,Etablissement,Designation,Quantite,Type Forfait
1049,2023-09-30,Arkose Bordeaux,Pack 10 séances,1,Pack
1049,2023-12-17,Arkose Paris,Abonnement mensuel,1,Abonnement
1049,2023-11-16,Arkose Paris,1 séance plein tarif,1,Unité
1049,2023-10-22,Arkose Paris,Abonnement mensuel,1,Abonnement
1049,2023-11-05,Arkose Lyon,Abonnement mensuel,1,Abonnement
1049,2023-09-25,Arkose Lyon,Pack 10 séances,2,Pack
1050,2022-06-30,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1051,2023-04-26,Arkose Paris,Abonnement mensuel,1,Abonnement
1051,2023-11-17,Arkose Paris,1 séance plein tarif,1,Unité
1051,2023-11-28,Arkose Paris,1 séance plein tarif,1,Unité
1051,2023-03-27,Arkose Paris,Abonnement mensuel,3,Abonnement
1051,2023-08-05,Arkose Bordeaux,Abonnement mensuel,3,Abonnement
1051,2023-04-02,Arkose Bordeaux,Abonnement mensuel,3,Abonnement
1051,2023-10-31,Arkose Lyon,Pack 10 séances,1,Pack
1051,2023-04-02,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1051,2023-07-22,Arkose Paris,Abonnement mensuel,1,Abonnement
1052,2023-08-13,Arkose Lyon,Abonnement mensuel,1,Abonnement
1052,2023-05-25,Arkose Lyon,Abonnement mensuel,2,Abonnement
1052,2023-12-31,Arkose Lyon,Pack 10 séances,2,Pack
1052,2023-08-28,Arkose Lyon,Pack 10 séances,2,Pack
1053,2023-11-28,Arkose Paris,1 séance plein tarif,1,Unité
1053,2023-12-12,Arkose Paris,1 séance plein tarif,1,Unité
1053,2023-11-30,Arkose Lyon,Pack 10 séances,1,Pack
1053,2023-11-28,Arkose Bordeaux,1 séance plein tarif,1,Unité
1053,2023-11-18,Arkose Lyon,Abonnement mensuel,3,Abonnement
1053,2023-11-17,Arkose Lyon,Pack 10 séances,2,Pack
1053,2023-10-01,Arkose Paris,1 séance plein tarif,1,Unité
1053,2023-12-04,Arkose Lyon,Pack 10 séances,1,Pack
1053,2023-12-29,Arkose Paris,Pack 10 séances,1,Pack
1053,2023-10-28,Arkose Paris,Pack 10 séances,3,Pack
1053,2023-10-22,Arkose Lyon,Abonnement mensuel,1,Abonnement
1054,2023-12-27,Arkose Paris,Abonnement mensuel,1,Abonnement
1054,2023-10-29,Arkose Paris,Pack 10 séances,1,Pack
1054,2023-12-19,Arkose Lyon,Abonnement mensuel,1,Abonnement
1054,2023-12-20,Arkose Lyon,1 séance plein tarif,1,Unité
1054,2023-12-25,Arkose Paris,Abonnement mensuel,1,Abonnement
1054,2023-10-09,Arkose Paris,Abonnement mensuel,1,Abonnement
1054,2023-11-09,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1054,2023-11-22,Arkose Bordeaux,Pack 10 séances,2,Pack
1054,2023-11-08,Arkose Bordeaux,Pack 10 séances,2,Pack
1054,2023-12-14,Arkose Paris,1 séance plein tarif,1,Unité
1054,2023-11-23,Arkose Paris,Pack 10 séances,3,Pack
1055,2022-10-14,Arkose Paris,1 séance plein tarif,3,Unité
1055,2023-04-27,Arkose Lyon,1 séance plein tarif,1,Unité
1055,2022-03-03,Arkose Paris,Abonnement mensuel,1,Abonnement
1055,2022-03-15,Arkose Paris,Abonnement mensuel,1,Abonnement
1056,2023-09-13,Arkose Paris,1 séance plein tarif,1,Unité
1056,2023-09-09,Arkose Paris,1 séance plein tarif,1,Unité
1056,2023-09-19,Arkose Lyon,1 séance plein tarif,1,Unité
1056,2023-12-19,Arkose Lyon,1 séance plein tarif,1,Unité
1056,2023-12-05,Arkose Paris,Pack 10 séances,2,Pack
1056,2023-10-01,Arkose Paris,Pack 10 séances,1,Pack
1056,2023-10-13,Arkose Lyon,Pack 10 séances,1,Pack
1056,2023-11-08,Arkose Lyon,Abonnement mensuel,1,Abonnement
1056,2023-11-14,Arkose Paris,Pack 10 séances,2,Pack
1056,2023-11-25,Arkose Bordeaux,Pack 10 séances,1,Pack
1057,2023-09-02,Arkose Lyon,Abonnement mensuel,1,Abonnement
1057,2023-06-21,Arkose Bordeaux,1 séance plein tarif,1,Unité
1057,2023-10-19,Arkose Lyon,Abonnement mensuel,1,Abonnement
1057,2023-09-24,Arkose Paris,Pack 10 séances,1,Pack
1058,2023-10-26,Arkose Paris,1 séance plein tarif,3,Unité
1058,2023-12-14,Arkose Paris,Pack 10 séances,1,Pack
1058,2023-11-20,Arkose Paris,1 séance plein tarif,1,Unité
1058,2023-09-11,Arkose Lyon,Pack 10 séances,1,Pack
1058,2023-09-08,Arkose Lyon,Pack 10 séances,1,Pack
1058,2023-09-11,Arkose Paris,Pack 10 séances,1,Pack
1058,2023-11-04,Arkose Lyon,Abonnement mensuel,1,Abonnement
1058,2023-11-17,Arkose Paris,Abonnement mensuel,1,Abonnement
1058,2023-11-13,Arkose Paris,Abonnement mensuel,1,Abonnement
1058,2023-11-21,Arkose Bordeaux,Abonnement mensuel,3,Abonnement
1058,2023-09-23,Arkose Paris,Pack 10 séances,3,Pack
1058,2023-10-21,Arkose Bordeaux,Abonnement mensuel,3,Abonnement
1058,2023-09-08,Arkose Paris,1 séance plein tarif,2,Unité
1058,2023-10-25,Arkose Paris,Pack 10 séances,1,Pack
1059,2023-01-24,Arkose Paris,Abonnement mensuel,1,Abonnement
1059,2022-06-18,Arkose Paris,Pack 10 séances,1,Pack
1059,2022-07-18,Arkose Bordeaux,Pack 10 séances,1,Pack
1060,2023-09-13,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1060,2023-09-25,Arkose Bordeaux,Pack 10 séances,1,Pack
1060,2023-04-27,Arkose Paris,Pack 10 séances,1,Pack
1060,2023-12-28,Arkose Paris,Pack 10 séances,1,Pack
1060,2023-10-30,Arkose Lyon,Pack 10 séances,1,Pack
1060,2023-11-16,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1060,2023-12-28,Arkose Lyon,Abonnement mensuel,2,Abonnement
1060,2023-12-21,Arkose Bordeaux,1 séance plein tarif,1,Unité
1061,2023-09-28,Arkose Paris,Abonnement mensuel,1,Abonnement
1061,2023-10-19,Arkose Paris,1 séance plein tarif,1,Unité
1061,2023-10-19,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1061,2023-11-10,Arkose Bordeaux,Pack 10 séances,2,Pack
1061,2023-09-13,Arkose Lyon,1 séance plein tarif,1,Unité
1061,2023-10-21,Arkose Paris,Abonnement mensuel,1,Abonnement
1061,2023-09-27,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1061,2023-11-04,Arkose Paris,1 séance plein tarif,1,Unité
1061,2023-09-05,Arkose Paris,Pack 10 séances,1,Pack
1061,2023-11-20,Arkose Bordeaux,Pack 10 séances,1,Pack
1061,2023-12-12,Arkose Paris,1 séance plein tarif,1,Unité
1062,2023-09-30,Arkose Paris,1 séance plein tarif,1,Unité
1062,2023-09-11,Arkose Paris,Abonnement mensuel,1,Abonnement
1062,2023-11-27,Arkose Bordeaux,Pack 10 séances,1,Pack
1062,2023-09-20,Arkose Bordeaux,1 séance plein tarif,2,Unité
1062,2024-01-01,Arkose Bordeaux,Pack 10 séances,1,Pack
1062,2023-12-24,Arkose Lyon,Abonnement mensuel,1,Abonnement
1062,2023-09-29,Arkose Paris,Abonnement mensuel,1,Abonnement
1062,2023-11-03,Arkose Lyon,Pack 10 séances,1,Pack
1063,2023-12-17,Arkose Lyon,Abonnement mensuel,2,Abonnement
1063,2023-12-17,Arkose Paris,Abonnement mensuel,2,Abonnement
1063,2023-11-07,Arkose Paris,Abonnement mensuel,1,Abonnement
1063,2023-12-25,Arkose Paris,Abonnement mensuel,1,Abonnement
1063,2023-09-06,Arkose Paris,Pack 10 séances,1,Pack
1063,2023-09-19,Arkose Paris,Abonnement mensuel,1,Abonnement
1063,2023-12-14,Arkose Lyon,Abonnement mensuel,2,Abonnement
1063,2023-12-10,Arkose Bordeaux,Pack 10 séances,2,Pack
1063,2023-11-09,Arkose Paris,Pack 10 séances,1,Pack
1063,2023-12-05,Arkose Paris,Abonnement mensuel,1,Abonnement
1063,2023-12-03,Arkose Lyon,Abonnement mensuel,2,Abonnement
1063,2023-10-12,Arkose Paris,Abonnement mensuel,2,Abonnement
1063,2023-09-04,Arkose Lyon,Abonnement mensuel,2,Abonnement
1064,2023-09-11,Arkose Lyon,Abonnement mensuel,1,Abonnement
1064,2023-11-25,Arkose Bordeaux,Pack 10 séances,1,Pack
1064,2023-12-27,Arkose Paris,Pack 10 séances,1,Pack
1064,2023-12-22,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1064,2023-11-29,Arkose Paris,1 séance plein tarif,2,Unité
1064,2023-12-20,Arkose Paris,Abonnement mensuel,3,Abonnement
1064,2023-11-12,Arkose Paris,Pack 10 séances,1,Pack
1064,2023-11-30,Arkose Bordeaux,1 séance plein tarif,1,Unité
1064,2023-11-16,Arkose Paris,Pack 10 séances,1,Pack
1064,2023-11-30,Arkose Paris,Abonnement mensuel,1,Abonnement
1064,2023-12-08,Arkose Paris,Abonnement mensuel,2,Abonnement
1064,2023-12-21,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1064,2023-09-21,Arkose Lyon,Pack 10 séances,1,Pack
1064,2023-12-15,Arkose Lyon,1 séance plein tarif,1,Unité
1065,2023-06-06,Arkose Lyon,Pack 10 séances,2,Pack
1066,2023-10-19,Arkose Lyon,Pack 10 séances,2,Pack
1066,2023-10-07,Arkose Lyon,Abonnement mensuel,1,Abonnement
1066,2023-12-26,Arkose Paris,Pack 10 séances,3,Pack
1066,2023-11-19,Arkose Paris,Pack 10 séances,1,Pack
1066,2023-09-24,Arkose Paris,Abonnement mensuel,1,Abonnement
1066,2023-11-14,Arkose Paris,Pack 10 séances,1,Pack
1066,2023-11-10,Arkose Lyon,Abonnement mensuel,3,Abonnement
1066,2023-12-31,Arkose Paris,Abonnement mensuel,1,Abonnement
1066,2023-12-08,Arkose Lyon,Abonnement mensuel,3,Abonnement
1066,2023-09-08,Arkose Paris,Pack 10 séances,3,Pack
1066,2023-11-03,Arkose Paris,1 séance plein tarif,1,Unité
1066,2023-12-17,Arkose Lyon,Pack 10 séances,3,Pack
1066,2023-12-06,Arkose Lyon,Abonnement mensuel,1,Abonnement
1067,2023-12-27,Arkose Paris,Abonnement mensuel,1,Abonnement
1067,2023-11-08,Arkose Lyon,Abonnement mensuel,1,Abonnement
1067,2023-12-17,Arkose Lyon,Pack 10 séances,1,Pack
1067,2023-09-24,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1067,2023-09-27,Arkose Lyon,Abonnement mensuel,1,Abonnement
1067,2023-11-04,Arkose Paris,Abonnement mensuel,1,Abonnement
1067,2023-09-26,Arkose Lyon,Pack 10 séances,1,Pack
1067,2023-11-19,Arkose Paris,1 séance plein tarif,3,Unité
1067,2023-12-28,Arkose Lyon,Pack 10 séances,1,Pack
1067,2023-12-01,Arkose Paris,Abonnement mensuel,1,Abonnement
1067,2023-09-16,Arkose Lyon,1 séance plein tarif,2,Unité
1067,2023-11-18,Arkose Paris,1 séance plein tarif,1,Unité
1068,2022-11-16,Arkose Lyon,1 séance plein tarif,3,Unité
1068,2023-09-22,Arkose Paris,Pack 10 séances,2,Pack
1068,2022-08-31,Arkose Lyon,Pack 10 séances,3,Pack
1069,2023-04-29,Arkose Paris,1 séance plein tarif,1,Unité
1069,2023-12-18,Arkose Paris,1 séance plein tarif,3,Unité
1069,2023-03-14,Arkose Bordeaux,1 séance plein tarif,1,Unité
1069,2023-05-24,Arkose Paris,Abonnement mensuel,1,Abonnement
1070,2023-09-16,Arkose Bordeaux,1 séance plein tarif,2,Unité
1070,2023-12-22,Arkose Paris,Pack 10 séances,1,Pack
1070,2023-10-26,Arkose Bordeaux,1 séance plein tarif,2,Unité
1070,2023-10-04,Arkose Lyon,Abonnement mensuel,1,Abonnement
1070,2023-12-15,Arkose Lyon,Abonnement mensuel,1,Abonnement
1070,2023-12-07,Arkose Paris,1 séance plein tarif,2,Unité
1070,2023-09-26,Arkose Lyon,Abonnement mensuel,3,Abonnement
1070,2023-11-29,Arkose Lyon,Abonnement mensuel,1,Abonnement
1070,2023-09-28,Arkose Paris,Abonnement mensuel,1,Abonnement
1070,2023-10-13,Arkose Paris,Pack 10 séances,2,Pack
1071,2023-10-20,Arkose Lyon,Abonnement mensuel,1,Abonnement
1071,2023-04-22,Arkose Lyon,Abonnement mensuel,1,Abonnement
1071,2023-11-08,Arkose Lyon,Abonnement mensuel,1,Abonnement
1071,2023-08-14,Arkose Paris,1 séance plein tarif,1,Unité
1072,2022-08-21,Arkose Paris,Pack 10 séances,1,Pack
1072,2022-11-24,Arkose Lyon,1 séance plein tarif,3,Unité
1073,2023-12-16,Arkose Lyon,Abonnement mensuel,1,Abonnement
1073,2023-10-03,Arkose Paris,1 séance plein tarif,3,Unité
1073,2023-08-01,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1073,2023-06-13,Arkose Lyon,Abonnement mensuel,3,Abonnement
1073,2023-03-30,Arkose Bordeaux,Abonnement mensuel,3,Abonnement
1073,2023-06-19,Arkose Lyon,Pack 10 séances,1,Pack
1073,2023-10-18,Arkose Lyon,Abonnement mensuel,1,Abonnement
1073,2023-08-01,Arkose Bordeaux,Pack 10 séances,2,Pack
1073,2023-10-10,Arkose Paris,Abonnement mensuel,1,Abonnement
1074,2023-09-12,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1074,2023-10-26,Arkose Paris,1 séance plein tarif,1,Unité
1074,2023-09-13,Arkose Bordeaux,1 séance plein tarif,1,Unité
1074,2023-09-26,Arkose Lyon,Abonnement mensuel,2,Abonnement
1074,2023-11-29,Arkose Bordeaux,Pack 10 séances,1,Pack
1074,2023-12-10,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1074,2023-11-22,Arkose Paris,Pack 10 séances,1,Pack
1074,2023-09-23,Arkose Lyon,Abonnement mensuel,1,Abonnement
1074,2023-10-09,Arkose Paris,Abonnement mensuel,1,Abonnement
1074,2023-11-16,Arkose Paris,Abonnement mensuel,2,Abonnement
1075,2023-12-03,Arkose Paris,Pack 10 séances,2,Pack
1075,2023-06-10,Arkose Paris,Abonnement mensuel,3,Abonnement
1075,2023-05-19,Arkose Bordeaux,1 séance plein tarif,1,Unité
1075,2023-08-06,Arkose Paris,Abonnement mensuel,1,Abonnement
1076,2022-10-16,Arkose Paris,Pack 10 séances,1,Pack
1076,2022-09-09,Arkose Paris,Abonnement mensuel,1,Abonnement
1076,2022-10-23,Arkose Lyon,Abonnement mensuel,1,Abonnement
1076,2023-06-25,Arkose Lyon,Abonnement mensuel,3,Abonnement
1077,2023-09-28,Arkose Paris,1 séance plein tarif,1,Unité
1077,2022-12-20,Arkose Lyon,1 séance plein tarif,1,Unité
1077,2022-02-20,Arkose Paris,Abonnement mensuel,1,Abonnement
1077,2023-02-28,Arkose Paris,Abonnement mensuel,2,Abonnement
1078,2023-07-03,Arkose Lyon,Abonnement mensuel,1,Abonnement
1078,2023-09-24,Arkose Lyon,Pack 10 séances,1,Pack
1078,2023-11-20,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1078,2023-04-07,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1078,2023-07-18,Arkose Paris,Pack 10 séances,2,Pack
1078,2023-12-20,Arkose Bordeaux,Pack 10 séances,3,Pack
1078,2023-10-14,Arkose Paris,1 séance plein tarif,1,Unité
1078,2023-08-04,Arkose Paris,1 séance plein tarif,1,Unité
1079,2023-11-07,Arkose Bordeaux,1 séance plein tarif,3,Unité
1079,2023-11-12,Arkose Paris,Pack 10 séances,1,Pack
1079,2023-09-11,Arkose Paris,Abonnement mensuel,1,Abonnement
1079,2023-12-21,Arkose Lyon,Abonnement mensuel,2,Abonnement
1079,2023-10-16,Arkose Lyon,Abonnement mensuel,1,Abonnement
1079,2023-11-13,Arkose Paris,Pack 10 séances,1,Pack
1079,2023-10-28,Arkose Paris,Abonnement mensuel,3,Abonnement
1079,2023-10-10,Arkose Lyon,Pack 10 séances,1,Pack
1079,2023-12-14,Arkose Lyon,Pack 10 séances,3,Pack
1079,2023-12-09,Arkose Paris,Pack 10 séances,3,Pack
1079,2023-10-04,Arkose Paris,1 séance plein tarif,1,Unité
1079,2023-11-05,Arkose Paris,Pack 10 séances,2,Pack
1079,2023-10-04,Arkose Lyon,Abonnement mensuel,1,Abonnement
1080,2023-12-23,Arkose Lyon,Pack 10 séances,1,Pack
1080,2023-12-09,Arkose Lyon,1 séance plein tarif,1,Unité
1080,2023-11-24,Arkose Paris,1 séance plein tarif,1,Unité
1080,2023-11-22,Arkose Paris,Pack 10 séances,1,Pack
1080,2023-09-13,Arkose Lyon,Pack 10 séances,2,Pack
1080,2023-12-27,Arkose Paris,Pack 10 séances,2,Pack
1080,2023-11-15,Arkose Lyon,Pack 10 séances,1,Pack
1080,2023-12-31,Arkose Bordeaux,1 séance plein tarif,1,Unité
1080,2023-12-23,Arkose Lyon,Abonnement mensuel,3,Abonnement
1080,2023-12-12,Arkose Paris,Pack 10 séances,2,Pack
1081,2023-10-26,Arkose Bordeaux,Pack 10 séances,3,Pack
1081,2023-08-17,Arkose Paris,1 séance plein tarif,1,Unité
1081,2023-03-20,Arkose Paris,Pack 10 séances,1,Pack
1081,2023-03-25,Arkose Paris,Abonnement mensuel,2,Abonnement
1081,2023-08-28,Arkose Bordeaux,1 séance plein tarif,2,Unité
1081,2023-10-21,Arkose Paris,1 séance plein tarif,1,Unité
1081,2023-11-20,Arkose Lyon,Abonnement mensuel,2,Abonnement
1082,2023-09-07,Arkose Bordeaux,Pack 10 séances,1,Pack
1082,2023-10-31,Arkose Paris,Abonnement mensuel,1,Abonnement
1082,2023-11-29,Arkose Paris,Pack 10 séances,2,Pack
1082,2023-11-05,Arkose Lyon,Pack 10 séances,1,Pack
1082,2023-09-05,Arkose Bordeaux,1 séance plein tarif,2,Unité
1082,2023-11-04,Arkose Paris,1 séance plein tarif,1,Unité
1082,2023-09-22,Arkose Lyon,Pack 10 séances,1,Pack
1082,2023-11-12,Arkose Lyon,Pack 10 séances,1,Pack
1083,2022-12-29,Arkose Bordeaux,1 séance plein tarif,2,Unité
1083,2022-06-13,Arkose Lyon,Pack 10 séances,2,Pack
1083,2023-09-01,Arkose Lyon,Pack 10 séances,1,Pack
1084,2023-10-02,Arkose Paris,Pack 10 séances,2,Pack
1084,2023-06-30,Arkose Paris,Abonnement mensuel,1,Abonnement
1084,2023-11-02,Arkose Paris,Abonnement mensuel,1,Abonnement
1084,2023-08-26,Arkose Lyon,Pack 10 séances,1,Pack
1084,2023-09-22,Arkose Paris,Abonnement mensuel,1,Abonnement
1084,2023-06-14,Arkose Bordeaux,Pack 10 séances,2,Pack
1084,2023-10-10,Arkose Paris,1 séance plein tarif,1,Unité
1084,2023-08-15,Arkose Paris,Pack 10 séances,1,Pack
1085,2023-11-11,Arkose Bordeaux,1 séance plein tarif,1,Unité
1085,2023-11-08,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1085,2023-09-18,Arkose Paris,Abonnement mensuel,1,Abonnement
1085,2023-11-02,Arkose Paris,Pack 10 séances,1,Pack
1085,2023-12-11,Arkose Lyon,1 séance plein tarif,2,Unité
1085,2023-10-18,Arkose Bordeaux,Pack 10 séances,1,Pack
1085,2023-10-08,Arkose Paris,Pack 10 séances,1,Pack
1085,2023-12-01,Arkose Lyon,Abonnement mensuel,1,Abonnement
1085,2023-12-16,Arkose Lyon,1 séance plein tarif,1,Unité
1085,2023-09-16,Arkose Lyon,Abonnement mensuel,1,Abonnement
1085,2023-10-13,Arkose Paris,Pack 10 séances,2,Pack
1085,2023-12-23,Arkose Lyon,Pack 10 séances,1,Pack
1085,2023-09-18,Arkose Lyon,Abonnement mensuel,1,Abonnement
1085,2023-09-06,Arkose Paris,Abonnement mensuel,2,Abonnement
1086,2023-08-18,Arkose Paris,Pack 10 séances,1,Pack
1086,2023-07-11,Arkose Lyon,Abonnement mensuel,1,Abonnement
1086,2023-08-14,Arkose Bordeaux,Pack 10 séances,1,Pack
1086,2023-06-11,Arkose Lyon,Pack 10 séances,3,Pack
1086,2023-03-13,Arkose Paris,Pack 10 séances,1,Pack
1086,2023-03-26,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1087,2023-11-01,Arkose Lyon,Abonnement mensuel,1,Abonnement
1087,2023-06-09,Arkose Bordeaux,Abonnement mensuel,2,Abonnement
1087,2023-08-11,Arkose Paris,Pack 10 séances,1,Pack
1087,2023-10-01,Arkose Bordeaux,1 séance plein tarif,1,Unité
1088,2023-10-23,Arkose Paris,Abonnement mensuel,2,Abonnement
1088,2023-11-18,Arkose Paris,Abonnement mensuel,1,Abonnement
1088,2023-11-06,Arkose Bordeaux,1 séance plein tarif,1,Unité
1088,2023-09-28,Arkose Paris,Pack 10 séances,1,Pack
1088,2023-09-20,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1088,2023-11-18,Arkose Paris,Pack 10 séances,3,Pack
1088,2023-12-13,Arkose Bordeaux,Pack 10 séances,1,Pack
1088,2023-10-11,Arkose Paris,Pack 10 séances,1,Pack
1089,2022-08-13,Arkose Paris,Abonnement mensuel,1,Abonnement
1089,2023-09-28,Arkose Paris,Abonnement mensuel,1,Abonnement
1089,2022-06-20,Arkose Paris,Pack 10 séances,1,Pack
1089,2022-08-16,Arkose Lyon,Abonnement mensuel,2,Abonnement
1090,2023-03-13,Arkose Lyon,1 séance plein tarif,1,Unité
1090,2023-06-05,Arkose Lyon,Pack 10 séances,1,Pack
1090,2023-04-12,Arkose Paris,Abonnement mensuel,1,Abonnement
1090,2023-06-01,Arkose Lyon,Pack 10 séances,2,Pack
1090,2023-05-02,Arkose Lyon,Abonnement mensuel,1,Abonnement
1090,2023-04-08,Arkose Lyon,Abonnement mensuel,1,Abonnement
1090,2023-11-23,Arkose Lyon,1 séance plein tarif,2,Unité
1090,2023-08-17,Arkose Lyon,Abonnement mensuel,1,Abonnement
1091,2023-03-29,Arkose Lyon,1 séance plein tarif,1,Unité
1091,2023-03-14,Arkose Lyon,Pack 10 séances,2,Pack
1091,2023-11-02,Arkose Paris,Abonnement mensuel,1,Abonnement
1091,2023-09-14,Arkose Paris,Pack 10 séances,1,Pack
1091,2023-06-09,Arkose Lyon,1 séance plein tarif,1,Unité
1091,2023-06-12,Arkose Paris,Abonnement mensuel,1,Abonnement
1091,2023-12-11,Arkose Paris,1 séance plein tarif,1,Unité
1092,2023-07-08,Arkose Lyon,Pack 10 séances,1,Pack
1092,2023-05-15,Arkose Lyon,Pack 10 séances,1,Pack
1092,2023-04-19,Arkose Lyon,1 séance plein tarif,2,Unité
1092,2023-11-25,Arkose Paris,1 séance plein tarif,1,Unité
1092,2023-03-21,Arkose Bordeaux,Pack 10 séances,1,Pack
1092,2023-07-23,Arkose Lyon,Abonnement mensuel,1,Abonnement
1092,2023-03-17,Arkose Paris,Abonnement mensuel,2,Abonnement
1092,2023-03-17,Arkose Paris,Abonnement mensuel,3,Abonnement
1092,2023-07-03,Arkose Bordeaux,Pack 10 séances,1,Pack
1093,2023-08-30,Arkose Lyon,Pack 10 séances,3,Pack
1093,2023-12-14,Arkose Paris,Pack 10 séances,1,Pack
1093,2023-04-01,Arkose Lyon,1 séance plein tarif,1,Unité
1093,2023-07-03,Arkose Lyon,Pack 10 séances,1,Pack
1093,2023-08-06,Arkose Bordeaux,Pack 10 séances,2,Pack
1093,2023-07-20,Arkose Lyon,Abonnement mensuel,1,Abonnement
1093,2023-07-31,Arkose Lyon,Abonnement mensuel,3,Abonnement
1093,2023-03-31,Arkose Lyon,Abonnement mensuel,1,Abonnement
1094,2022-10-01,Arkose Lyon,Pack 10 séances,2,Pack
1094,2023-06-23,Arkose Paris,Pack 10 séances,1,Pack
1095,2023-08-13,Arkose Paris,Pack 10 séances,1,Pack
1095,2023-11-04,Arkose Lyon,1 séance plein tarif,2,Unité
1095,2023-05-25,Arkose Bordeaux,Pack 10 séances,3,Pack
1095,2023-12-20,Arkose Paris,Pack 10 séances,1,Pack
1095,2023-03-16,Arkose Paris,Pack 10 séances,1,Pack
1095,2023-03-09,Arkose Paris,Abonnement mensuel,1,Abonnement
1095,2023-06-07,Arkose Lyon,1 séance plein tarif,2,Unité
1095,2023-05-12,Arkose Paris,1 séance plein tarif,2,Unité
1096,2023-10-07,Arkose Paris,1 séance plein tarif,3,Unité
1096,2023-10-10,Arkose Paris,Pack 10 séances,1,Pack
1096,2023-11-06,Arkose Paris,1 séance plein tarif,1,Unité
1096,2023-12-13,Arkose Paris,Pack 10 séances,1,Pack
1096,2023-12-16,Arkose Bordeaux,1 séance plein tarif,1,Unité
1096,2023-12-22,Arkose Lyon,Pack 10 séances,1,Pack
1096,2023-12-13,Arkose Paris,1 séance plein tarif,1,Unité
1096,2023-12-18,Arkose Paris,1 séance plein tarif,2,Unité
1096,2023-11-23,Arkose Paris,Abonnement mensuel,1,Abonnement
1096,2023-12-22,Arkose Paris,Abonnement mensuel,1,Abonnement
1096,2023-11-03,Arkose Bordeaux,Abonnement mensuel,1,Abonnement
1096,2023-12-20,Arkose Paris,Abonnement mensuel,2,Abonnement
1097,2023-10-06,Arkose Paris,Abonnement mensuel,1,Abonnement
1097,2023-09-05,Arkose Lyon,Pack 10 séances,1,Pack
1097,2023-10-30,Arkose Lyon,Pack 10 séances,1,Pack
1097,2023-09-25,Arkose Paris,Abonnement mensuel,2,Abonnement
1097,2023-10-29,Arkose Paris,Abonnement mensuel,2,Abonnement
1097,2023-09-18,Arkose Paris,Abonnement mensuel,1,Abonnement
1097,2023-10-05,Arkose Lyon,Pack 10 séances,2,Pack
1097,2023-12-18,Arkose Paris,Abonnement mensuel,1,Abonnement
1097,2023-12-20,Arkose Bordeaux,1 séance plein tarif,1,Unité
1097,2023-10-03,Arkose Lyon,Pack 10 séances,1,Pack
1097,2023-10-18,Arkose Paris,1 séance plein tarif,1,Unité
1097,2023-09-25,Arkose Lyon,Abonnement mensuel,1,Abonnement
1097,2023-11-04,Arkose Lyon,Abonnement mensuel,1,Abonnement
1098,2022-12-08,Arkose Lyon,Pack 10 séances,1,Pack
1099,2023-11-24,Arkose Bordeaux,Pack 10 séances,1,Pack
1099,2023-06-25,Arkose Lyon,Abonnement mensuel,1,Abonnement
1099,2023-08-24,Arkose Paris,1 séance plein tarif,1,Unité
1099,2023-06-16,Arkose Lyon,Abonnement mensuel,2,Abonnement
1099,2023-12-01,Arkose Lyon,Abonnement mensuel,1,Abonnement
1099,2023-07-09,Arkose Lyon,Pack 10 séances,1,Pack
1099,2023-08-28,Arkose Paris,Abonnement mensuel,2,Abonnement
1100,2023-12-29,Arkose Paris,1 séance plein tarif,2,Unité
1100,2023-12-13,Arkose Paris,Abonnement mensuel,1,Abonnement
1100,2024-01-01,Arkose Paris,Abonnement mensuel,1,Abonnement
1100,2023-09-10,Arkose Bordeaux,1 séance plein tarif,1,Unité
1100,2023-11-04,Arkose Paris,1 séance plein tarif,1,Unité
1100,2023-09-11,Arkose Lyon,Pack 10 séances,1,Pack
1100,2023-09-06,Arkose Paris,Pack 10 séances,3,Pack
1100,2023-09-28,Arkose Paris,Pack 10 séances,1,Pack
1100,2023-11-20,Arkose Paris,Abonnement mensuel,1,Abonnement
1100,2023-11-23,Arkose Paris,Pack 10 séances,1,Pack
1100,2023-09-16,Arkose Lyon,Abonnement mensuel,1,Abonnement
1100,2023-11-30,Arkose Bordeaux,1 séance plein tarif,3,Unité
1100,2023-11-19,Arkose Paris,Pack 10 séances,1,Pack
1101,2023-09-15,Arkose Paris,Pack 10 séances,1,Pack
1101,2023-11-01,Arkose Lyon,Pack 10 séances,1,Pack
1101,2023-09-09,Arkose Lyon,Abonnement mensuel,2,Abonnement
